INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
3635,13,2006,2325,2325,,601,601,0523,103,1234,OR,2006,29/12/2002,4,4,,,,631,865,3,,,25/12/2006,15,70,112,42,5.4927,4,2.2267,0.405392612,0.5567,30.01,68.965,0.75,3,0,1,3425,25/12/2006,15,2205,,0.5785,29.44,68.04,38.6,1,100,,4,,,,,,,,,,,,,,
3636,13,2006,,2325,,,601,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426,25/12/2006,15,2210,,0.549,30.9,71.68,40.78,0,80,,1,,,,,,,,,,,,,,
3637,13,2006,,2325,,,601,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427,25/12/2006,15,2211,,0.5519,30.37,68.92,38.55,1,100,,3,,,,,,,,,,,,,,
3638,13,2006,,2325,,,601,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428,25/12/2006,15,2212,,0.5473,29.33,67.22,37.89,1,100,,9,,,,,,,,,,,,,,
3639,13,2006,03/51/33,03/51/33,,305,305,,,,OR,2003,,,,,,,636,805,2,,,26/12/2006,16,67,143,70,4.5367,3,1.418,0.312561994,0.4727,28.27,64.11333333,0.666666667,2,0,1,3429,26/12/2006,16,2213,,0.4682,28.5,64.33,35.83,0,,,3,,,,,,,,,,,,,,
3640,13,2006,,03/51/33,,,305,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3430,26/12/2006,16,2214,,0.4645,28.09,63.17,35.08,1,100,,2,,,,,,,,,,,,,,
3641,13,2006,,03/51/33,,,305,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,26/12/2006,16,2215,,0.4853,28.22,64.84,36.62,1,100,,7,,,,,,,,,,,,,,
3642,13,2006,02/32/30,02/32/30,,602,602,,,,OR,2006,,,,,,was 0000,644,882,5,,,29/12/2006,19,63,133,40,4.2215,2,1.0509,0.24893995,0.5255,29.22,64.305,1,2,0,1,3432,29/12/2006,19,2220,,0.5409,29.09,65.04,35.95,1,100,,8,,,,,,,,,,,,,,
3643,13,2006,,02/32/30,,,602,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433,29/12/2006,19,2221,,0.51,29.35,63.57,34.22,1,100,,10,,,,,,,,,,,,,,
3644,13,2006,0212,0212,,501,501,0145,16,1788,OR,2005,17/01/2004,3,5,,,,662,888,5,,,29/12/2006,19,64,122,24,4.1966,3,1.5549,0.370514226,0.5183,28.96666667,64.87,0.666666667,2,0,1,3434,29/12/2006,19,2222,,0.57,29.3,66.54,37.24,1,100,,11,,,,,,,,,,,,,,
3645,13,2006,,0212,,,501,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435,30/12/2006,20,2223,,0.5803,29.42,66.76,37.34,1,100,,,,,,,,,,,,,,,,
3646,13,2006,,0212,,,501,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436,30/12/2006,20,2224,,0.4046,28.18,61.31,33.13,0,95,,,,,,,,,,,,,,,,
3647,13,2006,3504,3504,,403,403,,,,OR,2004,,,,,,BASKSHORT,649,848,3,,,1/01/2007,22,73,152,49,5.7809,3,1.7819,0.308239202,0.594,31.25,72.395,1,2,1,0.666666667,3437,1/01/2007,22,2225,,0.6817,31.3,72.97,41.67,1,100,,,,,,,,,,,,,,,,
3648,13,2006,,3504,,,403,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438,1/01/2007,22,2230,,0.6152,31.2,71.82,40.62,0,90,,,,,,,,,,,,,,,,
3649,13,2006,,3504,,,403,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/01/2007,22,xxxx,,0.485,,,,1,100,,,,,,,,,,,,,,,,
3650,13,2006,03/51/45,03/51/45,,326,326,,,,OR,2003,,,,,,,676,871,8,,,1/01/2007,22,69,129,32,5.386,4,2.1415,0.397604902,0.5354,30.1475,69.11,0.25,1,0,1,3439,1/01/2007,22,2231,,0.575,30.43,69.26,38.83,0,,,,,,,,,,,,,,,,,
3651,13,2006,,03/51/45,,,326,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,1/01/2007,22,2232,,0.4864,29.99,68.53,38.54,0,,,,,,,,,,,,,,,,,
3652,13,2006,,03/51/45,,,326,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3441,1/01/2007,22,2233,,0.5799,30.26,69.94,39.68,1,100,,,,,,,,,,,,,,,,
3653,13,2006,,03/51/45,,,326,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,1/01/2007,22,2234,,0.5002,29.91,68.71,38.8,0,,,,,,,,,,,,,,,,,
3654,13,2006,5422,5422,,304,304,0401,154,733,OR,2003,30/01/2002,5,8,,,,671,852,4,,,5/01/2007,26,64,114,14,4.519,2,1.1881,0.262912149,0.5941,30.795,72.365,0.5,1,0,1,3443,5/01/2007,26,2235,,0.6436,30.88,72.09,41.21,1,100,,6,,,,,,,,,,,,,,
3655,13,2006,,5422,,,304,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,5/01/2007,26,2240,,0.5445,30.71,72.64,41.93,0,90,,5,,,,,,,,,,,,,,
3656,13,2006,3545,3545,,417,417,,,,OR,2004,,,,,,extra juv year 8,682,849,8,,,5/01/2007,26,69,141,67,5.8684,3,1.6691,0.284421648,0.5564,29.83666667,71.11333333,0.666666667,2,0,1,3445,5/01/2007,26,2241,,0.5342,29.83,71.77,41.94,1,100,,3,,,,,,,,,,,,,,
3657,13,2006,,3545,,,417,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446,5/01/2007,26,2242,,0.5947,30.26,72.09,41.83,1,100,,6,,,,,,,,,,,,,,
3658,13,2006,,3545,,,417,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,5/01/2007,26,2243,,0.5402,29.42,69.48,40.06,0,95,,1,,,,,,,,,,,,,,
3659,13,2006,Jan-03,Jan-03,,503,503,1104,107,1923,OR,2005,9/02/2004,3,3,,,,672,842,12,,,6/01/2007,27,62,112,14,4.092,2,0.9255,0.226173021,0.4628,27.205,65.61,0,0,0,1,3448,6/01/2007,27,2244,,0.4555,25.56,66.59,41.03,0,95,,8,,,,,,,,,,,,,,
3660,13,2006,,Jan-03,,,503,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449,6/01/2007,27,2245,,0.47,28.85,64.63,35.78,0,95,,2,,,,,,,,,,,,,,
3661,13,2006, 01/301, 01/301,,603,603,,,,OR,2006,,,,,,was 0000,660,902,5,,,6/01/2007,27,66,137,57,5.6646,3,1.699,0.299932917,0.5663,30.42,71.495,0.333333333,1,0,1,3450,6/01/2007,27,2250,,0.5165,30.38,71.64,41.26,0,95,,2,,,,,,,,,,,,,,
3662,13,2006,, 01/301,,,603,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451,6/01/2007,27,2251,,0.5899,30.62,71.35,40.73,1,100,,4,,,,,,,,,,,,,,
3663,13,2006,, 01/301,,,603,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,6/01/2007,27,2252,,0.5926,30.26,,,0,90,,11,,,,,,,,,,,,,,
3664,13,2006,001/24,001/24,,604,604,,,,OR,2006,,,,,,,675,792,1,,,6/01/2007,27,66,144,53,5.0901,4,1.9547,0.38401996,0.4887,28.52,66.0775,0.5,2,0,1,3453,6/01/2007,27,2253,,0.4723,28.33,66.55,38.22,1,100,,12,,,,,,,,,,,,,,
3665,13,2006,,001/24,,,604,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454,6/01/2007,27,2254,,0.451,28.32,64.88,36.56,0,95,,4,,,,,,,,,,,,,,
3666,13,2006,,001/24,,,604,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455,6/01/2007,27,2255,,0.5359,28.88,66.27,37.39,1,100,,10,,,,,,,,,,,,,,
3667,13,2006,,001/24,,,604,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,6/01/2007,27,2300,,0.4955,28.55,66.61,38.06,0,,,1,,,,,,,,,,,,,,
3668,13,2006,0145,0145,,16,16,,,,OR,2000,,,,,,,669,856,4,,,6/01/2007,27,69,132,37,5.1836,3,1.5496,0.29894282,0.5165,28.79666667,63.49,0.333333333,1,0,1,3457,6/01/2007,27,2301,,0.5145,28.93,62.32,33.39,1,100,,12,,,,,,,,,,,,,,
3669,13,2006,,0145,,,16,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,6/01/2007,27,2302,,0.4984,28.06,62.45,34.39,0,90,,10,points,,,,,,,,,,,,,
3670,13,2006,,0145,,,16,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,6/01/2007,27,2303,,0.5367,29.4,65.7,36.3,0,95,,1,,,,,,,,,,,,,,
3671,13,2006,0235,0235,,95,95,,,,OR,2000,,,,,,,644,855,3,,,7/01/2007,28,66,144,53,5.1564,3,1.5866,0.307695291,0.5289,29.42,67.485,0.666666667,2,0,1,3460,7/01/2007,28,231/54,,0.5265,29.56,,,1,100,,6,,,,,,,,,,,,,,
3672,13,2006,,0235,,,95,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,7/01/2007,28,2305,,0.5499,29.2,67.94,38.74,1,100,,3,,,,,,,,,,,,,,
3673,13,2006,,0235,,,95,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462,7/01/2007,28,2310,,0.5102,29.5,67.03,37.53,0,95,,7,,,,,,,,,,,,,,
3674,13,2006,03/51/32,03/51/32,,316,316,,,,OR,2003,,,,,,,628,807,2,,,7/01/2007,28,66,149,74,6.1818,3,1.9501,0.315458281,0.65,30.68333333,72.17666667,0.666666667,2,0,1,3463,7/01/2007,28,2311,,0.6981,31.01,73.71,42.7,1,100,,3,,,,,,,,,,,,,,
3675,13,2006,,03/51/32,,,316,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464,7/01/2007,28,2312,,0.5922,30.69,72.17,41.48,0,90,,10,,,,,,,,,,,,,,
3676,13,2006,,03/51/32,,,316,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465,7/01/2007,28,2313,,0.6598,30.35,70.65,40.3,1,100,,11,,,,,,,,,,,,,,
3677,13,2006,01/302,01/302,,605,605,,,,OR,2006,,,,,,was 0002 there are 2 by mistak,641,865,3,,,7/01/2007,28,60,146,0,3.8385,2,1.0002,0.260570535,0.5001,28.99,66.405,0.5,1,0,1,3466,7/01/2007,28,2314,,0.5099,28.87,65.15,36.28,0,95,,5,lost half tail,,,,,,,,,,,,,
3678,13,2006,,01/302,,,605,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467,7/01/2007,28,2315,,0.4903,29.11,67.66,38.55,1,100,,12,,,,,,,,,,,,,,
3679,13,2006,01/333,01/333,,163,163,,,,OR,2001,,,,,,0(1)/333,697,889,11,,,7/01/2007,28,68,141,69,5.2606,3,1.8616,0.353875984,0.6205,30.62666667,71.15333333,0.333333333,1,0,1,3468,7/01/2007,28,2320,,0.5787,30.35,69.99,39.64,0,95,,3,,,,,,,,,,,,,,
3680,13,2006,,01/333,,,163,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,7/01/2007,28,2321,,0.6435,30.83,71.81,40.98,1,100,,10,,,,,,,,,,,,,,
3681,13,2006,,01/333,,,163,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470,7/01/2007,28,2322,,0.6394,30.7,71.66,40.96,0,95,,2,,,,,,,,,,,,,,
3682,13,2006,1302,1302,,509,509,,,,OR,2005,,,,,,,669,837,5,,,7/01/2007,28,64,140,47,4.6083,2,1.0311,0.223748454,0.5156,28.845,64.115,0,0,0,1,3471,7/01/2007,28,2323,,0.5375,28.85,64.76,35.91,0,90,,3,,,,,,,,,,,,,,
3683,13,2006,,1302,,,509,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472,7/01/2007,28,2324,,0.4936,28.84,63.47,34.63,0,95,,4,,,,,,,,,,,,,,
3684,13,2006,03/505,03/505,,606,606,,,,OR,2006,,,,,,,637,874,3,,,8/01/2007,29,68,124,11,4.712,1,0.392,0.083191851,0.392,26.94,46.64,1,1,0,1,3473,8/01/2007,29,2325,,0.392,26.94,46.64,19.7,1,100,,11,,,,,,,,,,,,,,
3685,13,2006,1002,1002,,71,71,,,,OR,2000,,,,"Svl off, other values OK",,,662,837,12,,,8/01/2007,29,67,144,56,5.4631,6,2.9389,0.537954641,0.4898,29.265,66.82166667,0.333333333,2,0,1,3474,8/01/2007,29,2330,,0.4463,29.02,65.6,36.58,0,80,,10,bigger,,,,,,,,,,,,,
3686,13,2006,,1002,,,71,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475,8/01/2007,29,2331,,0.4947,29.18,65.73,36.55,1,100,,8,,,,,,,,,,,,,,
3687,13,2006,,1002,,,71,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476,8/01/2007,29,2332,,0.553,30.57,70.28,39.71,0,90,,9,buds,,,,,,,,,,,,,
3688,13,2006,,1002,,,71,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477,8/01/2007,29,2333,,0.5468,29.96,69.51,39.55,1,100,,1,,,,,,,,,,,,,,
3689,13,2006, 01/201/4, 01/201/4,,607,607,,,,OR,2006,,,,,,was 0000,642,856,3,,,8/01/2007,29,59,136,0,4.27,1,0.566,0.132552693,0.566,29.15,66.55,1,1,0,1,3478,8/01/2007,29,2334,,0.566,29.15,66.55,37.4,1,80,,2,not as big,,,,,,,,,,,,,
3690,13,2006,001/33,001/33,,608,608,,,,OR,2006,,,,,,new 2006?,676,851,8,,,8/01/2007,29,63,114,11,4.722,2,1.201,0.254341381,0.6005,30.87,71.925,0,0,0,1,3479,8/01/2007,29,2335,,0.6302,31.09,71.77,40.68,0,95,,6,,,,,,,,,,,,,,
3691,13,2006,,001/33,,,608,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,8/01/2007,29,2340,,0.5708,30.65,72.08,41.43,0,95,,4,,,,,,,,,,,,,,
3692,13,2006,1002,1002,,609,609,5205,400,2284,OR,2006,27/12/2004,2,6,,,,666,808,1,,,8/01/2007,29,62,141,73,4.3345,6,2.9389,0.678025147,0.4898,29.265,66.82166667,0.333333333,2,0,1,3481,8/01/2007,29,2341,,0.4733,28.77,64.78,36.01,0,95,,9,,,,,,,,,,,,,,
3693,13,2006,,1002,,,609,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3482,8/01/2007,29,2342,,0.4248,28.09,65.03,36.94,0,95,,4,,,,,,,,,,,,,,
3694,13,2006,0222,0222,,510,510,1411,120,1794,OR,2005,18/01/2004,3,3,,,,643,849,3,,,8/01/2007,29,62,122,41,4.476,2,1.0724,0.239588919,0.5362,29.1,66.12,1,2,0,1,3483,8/01/2007,29,2343,,0.5569,28.9,67.21,38.31,1,100,,12,,,,,,,,,,,,,,
3695,13,2006,,0222,,,510,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484,8/01/2007,29,2344,,0.5155,29.3,65.03,35.73,1,100,,8,,,,,,,,,,,,,,
3696,13,2006,1035,1035,,610,610,0145,16,2308,OR,2006,6/01/2005,2,5,,,10(3)5,674,842,12,,,8/01/2007,29,60,134,63,3.5304,1,0.5299,0.150096306,0.5299,29.44,65.17,1,1,0,1,3485,8/01/2007,29,2345,,0.5299,29.44,65.17,35.73,1,100,,2,,,,,,,,,,,,,,
3697,13,2006,53/403,53/403,,202,202,,,,OR,2002,,,,,,,655,893,5,,,8/01/2007,29,66,117,22,5.52,3,1.7617,0.319148551,0.5872,29.88666667,68.77,0.666666667,2,0,1,3486,8/01/2007,29,2350,,0.5306,29.24,67.98,38.74,1,100,,12,,,,,,,,,,,,,,
3698,13,2006,,53/403,,,202,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487,8/01/2007,29,2351,,0.6015,29.69,69.04,39.35,0,90,,3,,,,,,,,,,,,,,
3699,13,2006,,53/403,,,202,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488,8/01/2007,29,2352,,0.6296,30.73,69.29,38.56,1,100,,9,,,,,,,,,,,,,,
3700,13,2006,1/41/211/2,1/41/211/2,,611,611,,,,OR,2006,,,,,, was 0000,ditch,ditch,8,,,8/01/2007,29,66,152,0,4.3779,4,2.0167,0.460654652,0.5042,28.995,66.1175,0.75,3,0,1,3489,8/01/2007,29,2353,,0.5136,29.31,65.85,36.54,1,100,,2,,,,,,,,,,,,,,
3701,13,2006,,1/41/211/2,,,611,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3490,8/01/2007,29,2354,,0.4913,28.18,64.36,36.18,1,100,,8,,,,,,,,,,,,,,
3702,13,2006,,1/41/211/2,,,611,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,8/01/2007,29,2355,,0.4897,29.23,67.66,38.43,0,90,,4,bigger,,,,,,,,,,,,,
3703,13,2006,,1/41/211/2,,,611,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492,9/01/2007,30,2402,,0.5221,29.26,66.6,37.34,1,100,,7,,,,,,,,,,,,,,
3704,13,2006,0112,0112,,612,612,Jan-05,219,1754,OR,2006,11/01/2004,3,3,,,,701,879,11,,,9/01/2007,30,65,143,7,4.0808,3,1.6741,0.410238189,0.558,29.81666667,68.01666667,1,3,0,1,3493,9/01/2007,30,2400,,0.5548,29.68,67.75,38.07,1,100,,10,,,,,,,,,,,,,,
3705,13,2006,,0112,,,612,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494,9/01/2007,30,2401,,0.5645,30.32,69.28,38.96,1,100,,10,,,,,,,,,,,,,,
3706,13,2006,,0112,,,612,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,9/01/2007,30,2412,,0.5548,29.45,67.02,37.57,1,100,,9,,,,,,,,,,,,,,
3707,13,2006,4100,4100,,334,334,,,,OR,2003,,,,,,,670,835,12,,,9/01/2007,30,63,128,37,4.6632,3,1.6613,0.356257506,0.5538,29.65666667,69.21666667,0.333333333,1,0,1,3496,9/01/2007,30,2403,,0.5438,29.07,67.01,37.94,0,95,,1,,,,,,,,,,,,,,
3708,13,2006,,4100,,,334,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497,9/01/2007,30,2404,,0.5475,30.14,70.95,40.81,1,100,,9,,,,,,,,,,,,,,
3709,13,2006,,4100,,,334,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498,9/01/2007,30,2405,,0.57,29.76,69.69,39.93,0,95,,12,,,,,,,,,,,,,,
3710,13,2006,001/31/3,001/31/3,,613,613,,,,OR,2006,,,,,,,651,843,3,,,9/01/2007,30,62,120,25,4.3975,2,1.0566,0.240272882,0.5283,30.74,71.28,0,0,0,1,3499,9/01/2007,30,2410,,0.5081,30.88,71.19,40.31,0,95,,11,,,,,,,,,,,,,,
3711,13,2006,,001/31/3,,,613,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,9/01/2007,30,2411,,0.5485,30.6,71.37,40.77,0,95,,11,,,,,,,,,,,,,,
3712,13,2006,1021/2,1021/2,,420,420,,,,OR,2004,,,,,,,660,811,1,,,10/01/2007,31,68,140,45,5.537,4,1.9029,0.343669857,0.4757,28.065,64.8125,0.25,1,0,1,3501,10/01/2007,31,2412,,0.519,28.28,64.74,36.46,1,100,,6,,,,,,,,,,,,,,
3713,13,2006,,1021/2,,,420,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502,10/01/2007,31,2413,,0.4475,27.8,63.31,35.51,0,95,,2,,,,,,,,,,,,,,
3714,13,2006,,1021/2,,,420,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3503,10/01/2007,31,2414,,0.4544,28.34,65.41,37.07,0,95,,11,,,,,,,,,,,,,,
3715,13,2006,,1021/2,,,420,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,10/01/2007,31,2415,,0.482,27.84,65.79,37.95,0,95,,5,,,,,,,,,,,,,,
3716,13,2006,1512,1512,,614,614,0220,75,2469,OR,2006,22/01/2005,2,11,,,,640,837,3,,,10/01/2007,31,60,131,65,3.6869,1,0.5217,0.14150099,0.5217,30.34,68.02,1,1,0,1,3505,10/01/2007,31,2420,,0.5217,30.34,68.02,37.68,1,100,,4,,,,,,,,,,,,,,
3717,13,2006,5114,5114,,306,306,,,,OR,2003,,,,,,,705,870,9,,,10/01/2007,31,67,120,17,4.9263,3,1.6935,0.343767127,0.5645,30.09,69.08,1,3,0,1,3506,10/01/2007,31,2421,,0.5315,29.75,67.95,38.2,1,90,,5,smaller,,,,,,,,,,,,,
3718,13,2006,,5114,,,306,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,10/01/2007,31,2422,,0.615,30.32,68.87,38.55,1,100,,12,,,,,,,,,,,,,,
3719,13,2006,,5114,,,306,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508,10/01/2007,31,2423,,0.547,30.2,70.42,40.22,1,100,,11,,,,,,,,,,,,,,
3720,13,2006,1343,1343,,519,519,,,,OR,2005,,,,,,,676,892,6,,,10/01/2007,31,60,110,20,3.5916,2,1.051,0.292627241,0.5255,29.48,67.57,0.5,1,0,1,3509,10/01/2007,31,2424,,0.53,29.33,67.64,38.31,0,95,,3,,,,,,,,,,,,,,
3721,13,2006,,1343,,,519,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,10/01/2007,31,2425,,0.521,29.63,67.5,37.87,1,100,,1,,,,,,,,,,,,,,
3722,13,2006,02/304,02/304,,615,615,,,,OR,2006,,,,,,was 0004,626,851,3,,,10/01/2007,31,63,144,0,4.0254,2,1.0795,0.268172107,0.5398,30.18,68.63,1,2,0,1,3511,10/01/2007,31,2430,,0.5265,30.03,67.98,37.95,1,100,,7,,,,,,,,,,,,,,
3723,13,2006,,02/304,,,615,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512,10/01/2007,31,2431,,0.553,30.33,69.28,38.95,1,100,,5,lost tail,,,,,,,,,,,,,
3724,13,2006,03/51/42,03/51/42,,310,310,,,,OR,2003,,,,,,,636,871,5,,,10/01/2007,31,70,140,38,7.39,1,0.7584,0.102625169,0.7584,32.15,76.19,1,1,0,1,3513,10/01/2007,31,2432,,0.7584,32.15,76.19,44.04,1,100,,6,,,,,,,,,,,,,,
3725,13,2006,0025,0025,,6,6,,,,OR,2000,,,,,,,680,883,6,,,11/01/2007,32,70,128,25,6.622,3,1.9645,0.29666264,0.6548,30.99333333,74.145,0.333333333,1,0,1,3514,11/01/2007,32,2433,,0.6308,30.85,73.73,42.88,1,100,,2,,,,,,,,,,,,,,
3726,13,2006,,0025,,,6,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515,11/01/2007,32,2434,,0.6892,31.23,74.56,43.33,0,90,,8,,,,,,,,,,,,,,
3727,13,2006,,0025,,,6,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,11/01/2007,32,2435,,0.6445,30.9,,,0,70,,4,bigger,,,,,,,,,,,,,
3728,13,2006,0001/4,0001/4,,616,616,,,,OR,2006,,,,,,0000,636,864,3,,,11/01/2007,32,63,144,0,4.2405,3,1.414,0.333451244,0.4713,28.81333333,65.94333333,1,3,0,1,3517,11/01/2007,32,2440,,0.4966,29.44,67.2,37.76,1,100,,12,,,,,,,,,,,,,,
3729,13,2006,,0001/4,,,616,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,11/01/2007,32,2441,,0.4568,28.5,65.2,36.7,1,100,,4,,,,,,,,,,,,,,
3730,13,2006,,0001/4,,,616,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,11/01/2007,32,2442,,0.4606,28.5,65.43,36.93,1,100,,8,,,,,,,,,,,,,,
3731,13,2006,0331,0331,,129,129,,,,OR,2001,,,,,,,664,857,4,,,11/01/2007,32,68,114,15,5.8216,2,1.2167,0.208997526,0.6084,31.34,73.855,0.5,1,0,1,3520,11/01/2007,32,2443,,0.5997,31.35,74.52,43.17,1,100,,9,,,,,,,,,,,,,,
3732,13,2006,,0331,,,129,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,11/01/2007,32,2444,,0.617,31.33,73.19,41.86,0,,,1,,,,,,,,,,,,,,
3733,13,2006,1/21/300,1/21/300,,208,208,,,,OR,2002,,,,,,21,702,869,21,,,12/01/2007,33,70,120,24,6.8407,4,2.2715,0.332056661,0.5679,29.8575,69.5375,0.25,1,0,1,3522,12/01/2007,33,2445,,0.5967,30.49,69.88,39.39,0,95,,1,,,,,,,,,,,,,,
3734,13,2006,,1/21/300,,,208,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523,12/01/2007,33,2450,,0.5564,29.7,68.29,38.59,1,100,,11,,,,,,,,,,,,,,
3735,13,2006,,1/21/300,,,208,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524,12/01/2007,33,2451,,0.5497,29.84,71.43,41.59,0,90,,12,bigger,,,,,,,,,,,,,
3736,13,2006,,1/21/300,,,208,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525,12/01/2007,33,2452,,0.5687,29.4,68.55,39.15,0,95,,9,,,,,,,,,,,,,,
3737,13,2006,4042,4042,,224,224,,,,OR,2002,,,,,,,674,844,12,,,12/01/2007,33,67,138,52,5.7603,3,1.8737,0.325278197,0.6246,29.81333333,71.02333333,0.666666667,2,0,1,3526,12/01/2007,33,2453,,0.6398,30.22,72,41.78,1,100,,4,,,,,,,,,,,,,,
3738,13,2006,,4042,,,224,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,12/01/2007,33,2454,,0.611,29.6,69.17,39.57,1,100,,2,,,,,,,,,,,,,,
3739,13,2006,,4042,,,224,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,12/01/2007,33,2455,,0.6229,29.62,71.9,42.28,0,95,,7,,,,,,,,,,,,,,
3740,13,2006,1311,1311,,617,617,0340,147,2393,OR,2006,14/01/2005,2,6,,,,682,834,12,,,12/01/2007,33,62,139,0,4.41,2,1.0261,0.232675737,0.5131,29.235,68.545,0.5,1,0,1,3529,12/01/2007,33,2500,,0.5203,29.28,69.37,40.09,1,100,,11,,,,,,,,,,,,,,
3741,13,2006,,1311,,,617,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530,12/01/2007,33,2501,,0.5058,29.19,67.72,38.53,0,95,,9,,,,,,,,,,,,,,
